episode,reward,steps,success
1640,88,13,1
1641,68,14,1
1642,88,13,1
1643,88,13,1
1644,86,15,1
1645,68,14,1
1646,88,13,1
1647,88,13,1
1648,88,13,1
1649,48,15,1
1650,68,14,1
1651,88,13,1
1652,88,13,1
1653,68,14,1
1654,46,17,1
1655,88,13,1
1656,88,13,1
1657,68,14,1
1658,68,14,1
1659,88,13,1
1660,68,14,1
1661,66,16,1
1662,86,15,1
1663,88,13,1
1664,86,15,1
1665,86,15,1
1666,88,13,1
1667,84,17,1
1668,88,13,1
1669,88,13,1
1670,88,13,1
1671,48,15,1
1672,88,13,1
1673,86,15,1
1674,88,13,1
1675,88,13,1
1676,88,13,1
1677,88,13,1
1678,68,14,1
1679,88,13,1
1680,88,13,1
1681,64,18,1
1682,88,13,1
1683,88,13,1
1684,88,13,1
1685,68,14,1
1686,88,13,1
1687,66,16,1
1688,66,16,1
1689,88,13,1
1690,88,13,1
1691,68,14,1
1692,88,13,1
1693,68,14,1
1694,88,13,1
1695,88,13,1
1696,88,13,1
1697,68,14,1
1698,88,13,1
1699,68,14,1
1700,88,13,1
1701,68,14,1
1702,68,14,1
1703,86,15,1
1704,88,13,1
1705,88,13,1
1706,68,14,1
1707,88,13,1
1708,88,13,1
1709,66,16,1
1710,88,13,1
1711,88,13,1
1712,28,16,1
1713,88,13,1
1714,68,14,1
1715,68,14,1
1716,88,13,1
1717,88,13,1
1718,88,13,1
1719,68,14,1
1720,88,13,1
1721,88,13,1
1722,68,14,1
1723,88,13,1
1724,68,14,1
1725,88,13,1
1726,88,13,1
1727,68,14,1
1728,88,13,1
1729,68,14,1
1730,88,13,1
1731,68,14,1
1732,48,15,1
1733,88,13,1
1734,88,13,1
1735,68,14,1
1736,84,17,1
1737,88,13,1
1738,88,13,1
1739,68,14,1
1740,68,14,1
1741,88,13,1
1742,88,13,1
1743,88,13,1
1744,88,13,1
1745,86,15,1
1746,88,13,1
1747,86,15,1
1748,88,13,1
1749,88,13,1
1750,86,15,1
1751,88,13,1
1752,88,13,1
1753,86,15,1
1754,68,14,1
1755,88,13,1
1756,88,13,1
1757,88,13,1
1758,86,15,1
1759,88,13,1
1760,88,13,1
1761,88,13,1
1762,68,14,1
1763,88,13,1
1764,88,13,1
1765,68,14,1
1766,88,13,1
1767,88,13,1
1768,48,15,1
1769,68,14,1
1770,88,13,1
1771,88,13,1
1772,88,13,1
1773,88,13,1
1774,86,15,1
1775,88,13,1
1776,68,14,1
1777,88,13,1
1778,66,16,1
1779,64,18,1
1780,88,13,1
1781,68,14,1
1782,86,15,1
1783,88,13,1
1784,88,13,1
1785,88,13,1
1786,68,14,1
1787,46,17,1
1788,88,13,1
1789,88,13,1
1790,66,16,1
1791,86,15,1
1792,88,13,1
1793,88,13,1
1794,88,13,1
1795,88,13,1
1796,88,13,1
1797,68,14,1
1798,64,18,1
1799,66,16,1
1800,88,13,1
1801,88,13,1
1802,88,13,1
1803,88,13,1
1804,88,13,1
1805,88,13,1
1806,88,13,1
1807,88,13,1
1808,88,13,1
1809,86,15,1
1810,48,15,1
1811,86,15,1
1812,68,14,1
1813,68,14,1
1814,88,13,1
1815,88,13,1
1816,88,13,1
1817,68,14,1
1818,88,13,1
1819,68,14,1
1820,88,13,1
1821,88,13,1
1822,66,16,1
1823,68,14,1
1824,86,15,1
1825,68,14,1
1826,88,13,1
1827,88,13,1
1828,88,13,1
1829,88,13,1
1830,68,14,1
1831,68,14,1
1832,88,13,1
1833,88,13,1
1834,88,13,1
1835,86,15,1
1836,88,13,1
1837,88,13,1
1838,66,16,1
1839,48,15,1
1840,86,15,1
1841,88,13,1
1842,88,13,1
1843,88,13,1
1844,88,13,1
1845,86,15,1
1846,88,13,1
1847,68,14,1
1848,88,13,1
1849,88,13,1
1850,86,15,1
1851,68,14,1
1852,88,13,1
1853,88,13,1
1854,88,13,1
1855,66,16,1
1856,86,15,1
1857,68,14,1
1858,88,13,1
1859,88,13,1
1860,86,15,1
1861,88,13,1
1862,88,13,1
1863,68,14,1
1864,88,13,1
1865,88,13,1
1866,68,14,1
1867,88,13,1
1868,86,15,1
1869,68,14,1
1870,66,16,1
1871,86,15,1
1872,88,13,1
1873,88,13,1
1874,66,16,1
1875,88,13,1
1876,88,13,1
1877,88,13,1
1878,88,13,1
1879,88,13,1
1880,88,13,1
1881,68,14,1
1882,88,13,1
1883,68,14,1
1884,68,14,1
1885,88,13,1
1886,68,14,1
1887,88,13,1
1888,86,15,1
1889,86,15,1
1890,68,14,1
1891,88,13,1
1892,88,13,1
1893,88,13,1
1894,88,13,1
1895,88,13,1
1896,88,13,1
1897,88,13,1
1898,66,16,1
1899,88,13,1
1900,88,13,1
1901,88,13,1
1902,88,13,1
1903,48,15,1
1904,88,13,1
1905,86,15,1
1906,68,14,1
1907,86,15,1
1908,88,13,1
1909,88,13,1
1910,88,13,1
1911,88,13,1
1912,88,13,1
1913,88,13,1
1914,88,13,1
1915,88,13,1
1916,88,13,1
1917,68,14,1
1918,84,17,1
1919,68,14,1
1920,88,13,1
1921,88,13,1
1922,86,15,1
1923,86,15,1
1924,64,18,1
1925,88,13,1
1926,88,13,1
1927,88,13,1
1928,88,13,1
1929,88,13,1
1930,88,13,1
1931,88,13,1
1932,88,13,1
1933,68,14,1
1934,88,13,1
1935,86,15,1
1936,88,13,1
1937,88,13,1
1938,88,13,1
1939,68,14,1
1940,88,13,1
1941,68,14,1
1942,88,13,1
1943,88,13,1
1944,88,13,1
1945,88,13,1
1946,88,13,1
1947,86,15,1
1948,86,15,1
1949,88,13,1
1950,86,15,1
1951,88,13,1
1952,88,13,1
1953,68,14,1
1954,86,15,1
1955,88,13,1
1956,88,13,1
1957,88,13,1
1958,86,15,1
1959,88,13,1
1960,48,15,1
1961,88,13,1
1962,88,13,1
1963,88,13,1
1964,88,13,1
1965,88,13,1
1966,88,13,1
1967,68,14,1
1968,88,13,1
1969,88,13,1
1970,88,13,1
1971,88,13,1
1972,88,13,1
1973,88,13,1
1974,88,13,1
1975,68,14,1
1976,88,13,1
1977,66,16,1
1978,84,17,1
1979,68,14,1
1980,88,13,1
1981,86,15,1
1982,88,13,1
1983,66,16,1
1984,88,13,1
1985,88,13,1
1986,88,13,1
1987,88,13,1
1988,88,13,1
1989,48,15,1
1990,48,15,1
1991,88,13,1
1992,88,13,1
1993,66,16,1
1994,68,14,1
1995,88,13,1
1996,88,13,1
1997,88,13,1
1998,88,13,1
1999,88,13,1
2000,88,13,1
2001,88,13,1
2002,88,13,1
2003,68,14,1
2004,88,13,1
2005,88,13,1
2006,48,15,1
2007,88,13,1
2008,88,13,1
2009,88,13,1
2010,86,15,1
2011,68,14,1
2012,88,13,1
2013,68,14,1
2014,88,13,1
2015,88,13,1
2016,88,13,1
2017,86,15,1
2018,68,14,1
2019,88,13,1
2020,68,14,1
2021,68,14,1
2022,88,13,1
2023,68,14,1
2024,68,14,1
2025,88,13,1
2026,68,14,1
2027,48,15,1
2028,86,15,1
2029,88,13,1
2030,88,13,1
2031,88,13,1
2032,68,14,1
2033,68,14,1
2034,88,13,1
2035,88,13,1
2036,88,13,1
2037,88,13,1
2038,86,15,1
2039,88,13,1
2040,88,13,1
2041,64,18,1
2042,68,14,1
2043,88,13,1
2044,86,15,1
2045,88,13,1
2046,86,15,1
2047,88,13,1
2048,88,13,1
2049,86,15,1
2050,88,13,1
2051,88,13,1
2052,88,13,1
2053,88,13,1
2054,88,13,1
2055,68,14,1
2056,68,14,1
2057,88,13,1
2058,88,13,1
2059,88,13,1
2060,88,13,1
2061,88,13,1
2062,88,13,1
2063,88,13,1
2064,88,13,1
2065,88,13,1
2066,48,15,1
2067,88,13,1
2068,88,13,1
2069,88,13,1
2070,88,13,1
2071,88,13,1
2072,88,13,1
2073,88,13,1
2074,48,15,1
2075,88,13,1
2076,88,13,1
2077,88,13,1
2078,88,13,1
2079,88,13,1
2080,88,13,1
2081,68,14,1
2082,68,14,1
2083,88,13,1
2084,88,13,1
2085,68,14,1
2086,68,14,1
2087,68,14,1
2088,88,13,1
2089,68,14,1
2090,88,13,1
2091,88,13,1
2092,68,14,1
2093,88,13,1
2094,88,13,1
2095,86,15,1
2096,88,13,1
2097,88,13,1
2098,66,16,1
2099,88,13,1
2100,88,13,1
2101,68,14,1
2102,88,13,1
2103,88,13,1
2104,88,13,1
2105,88,13,1
2106,68,14,1
2107,86,15,1
2108,68,14,1
2109,86,15,1
2110,68,14,1
2111,66,16,1
2112,88,13,1
2113,88,13,1
2114,86,15,1
2115,26,18,1
2116,88,13,1
2117,88,13,1
2118,88,13,1
2119,88,13,1
2120,66,16,1
2121,88,13,1
2122,86,15,1
2123,88,13,1
2124,88,13,1
2125,48,15,1
2126,86,15,1
2127,68,14,1
2128,68,14,1
2129,88,13,1
2130,88,13,1
2131,88,13,1
2132,68,14,1
2133,88,13,1
2134,88,13,1
2135,68,14,1
2136,88,13,1
2137,88,13,1
2138,88,13,1
2139,88,13,1
2140,88,13,1
2141,88,13,1
2142,88,13,1
2143,88,13,1
2144,68,14,1
2145,88,13,1
2146,88,13,1
2147,48,15,1
2148,88,13,1
2149,68,14,1
2150,88,13,1
2151,86,15,1
2152,88,13,1
2153,68,14,1
2154,88,13,1
2155,88,13,1
2156,68,14,1
2157,86,15,1
2158,88,13,1
2159,46,17,1
2160,88,13,1
2161,88,13,1
2162,88,13,1
2163,88,13,1
2164,68,14,1
2165,88,13,1
2166,88,13,1
2167,88,13,1
2168,88,13,1
2169,84,17,1
2170,88,13,1
2171,86,15,1
2172,88,13,1
2173,88,13,1
2174,88,13,1
2175,68,14,1
2176,68,14,1
2177,66,16,1
2178,86,15,1
2179,88,13,1
2180,88,13,1
2181,88,13,1
2182,88,13,1
2183,88,13,1
2184,88,13,1
2185,88,13,1
2186,66,16,1
2187,88,13,1
2188,68,14,1
2189,68,14,1
2190,88,13,1
2191,68,14,1
2192,88,13,1
2193,88,13,1
2194,88,13,1
2195,88,13,1
2196,88,13,1
2197,68,14,1
2198,66,16,1
2199,88,13,1
2200,86,15,1
2201,68,14,1
2202,88,13,1
2203,68,14,1
2204,88,13,1
2205,88,13,1
2206,88,13,1
2207,88,13,1
2208,66,16,1
2209,84,17,1
2210,68,14,1
2211,68,14,1
2212,86,15,1
2213,88,13,1
2214,88,13,1
2215,88,13,1
2216,88,13,1
2217,88,13,1
2218,88,13,1
2219,88,13,1
2220,88,13,1
2221,88,13,1
2222,88,13,1
2223,68,14,1
2224,68,14,1
2225,86,15,1
2226,88,13,1
2227,88,13,1
2228,88,13,1
2229,88,13,1
2230,66,16,1
2231,66,16,1
2232,88,13,1
2233,68,14,1
2234,88,13,1
2235,84,17,1
2236,88,13,1
2237,88,13,1
2238,88,13,1
2239,88,13,1
2240,88,13,1
2241,88,13,1
2242,86,15,1
2243,68,14,1
2244,88,13,1
2245,68,14,1
2246,68,14,1
2247,88,13,1
2248,88,13,1
2249,88,13,1
2250,64,18,1
2251,88,13,1
2252,48,15,1
2253,86,15,1
2254,68,14,1
2255,88,13,1
2256,66,16,1
2257,88,13,1
2258,88,13,1
2259,66,16,1
2260,88,13,1
2261,88,13,1
2262,88,13,1
2263,88,13,1
2264,88,13,1
2265,68,14,1
2266,64,18,1
2267,88,13,1
2268,88,13,1
2269,68,14,1
2270,68,14,1
2271,68,14,1
2272,88,13,1
2273,88,13,1
2274,68,14,1
2275,66,16,1
2276,88,13,1
2277,88,13,1
2278,68,14,1
2279,88,13,1
2280,68,14,1
2281,88,13,1
2282,86,15,1
2283,88,13,1
2284,48,15,1
2285,88,13,1
2286,86,15,1
2287,64,18,1
2288,88,13,1
2289,68,14,1
2290,88,13,1
2291,86,15,1
2292,84,17,1
2293,86,15,1
2294,86,15,1
2295,88,13,1
2296,88,13,1
2297,88,13,1
2298,88,13,1
2299,88,13,1
2300,28,16,1
2301,68,14,1
2302,88,13,1
2303,88,13,1
2304,88,13,1
2305,88,13,1
2306,66,16,1
2307,88,13,1
2308,88,13,1
2309,68,14,1
2310,88,13,1
2311,88,13,1
2312,68,14,1
2313,88,13,1
2314,88,13,1
2315,86,15,1
2316,88,13,1
2317,88,13,1
2318,88,13,1
2319,88,13,1
2320,86,15,1
2321,68,14,1
2322,88,13,1
2323,86,15,1
2324,84,17,1
2325,88,13,1
2326,86,15,1
2327,66,16,1
2328,68,14,1
2329,88,13,1
2330,88,13,1
2331,86,15,1
2332,88,13,1
2333,88,13,1
2334,88,13,1
2335,88,13,1
2336,88,13,1
2337,86,15,1
2338,88,13,1
2339,88,13,1
2340,88,13,1
2341,66,16,1
2342,88,13,1
2343,88,13,1
2344,68,14,1
2345,86,15,1
2346,88,13,1
2347,88,13,1
2348,68,14,1
2349,88,13,1
2350,88,13,1
2351,88,13,1
2352,88,13,1
2353,48,15,1
2354,88,13,1
2355,68,14,1
2356,88,13,1
2357,88,13,1
2358,86,15,1
2359,68,14,1
2360,68,14,1
2361,84,17,1
2362,88,13,1
2363,88,13,1
2364,88,13,1
2365,88,13,1
2366,88,13,1
2367,66,16,1
2368,86,15,1
2369,88,13,1
2370,66,16,1
2371,88,13,1
2372,88,13,1
2373,88,13,1
2374,88,13,1
2375,88,13,1
2376,66,16,1
2377,86,15,1
2378,88,13,1
2379,68,14,1
2380,68,14,1
2381,88,13,1
2382,88,13,1
2383,66,16,1
2384,88,13,1
2385,88,13,1
2386,86,15,1
2387,66,16,1
2388,66,16,1
2389,88,13,1
2390,88,13,1
2391,88,13,1
2392,88,13,1
2393,86,15,1
2394,46,17,1
2395,88,13,1
2396,88,13,1
2397,88,13,1
2398,26,18,1
2399,86,15,1
2400,88,13,1
2401,88,13,1
2402,88,13,1
2403,88,13,1
2404,88,13,1
2405,88,13,1
2406,68,14,1
2407,48,15,1
2408,68,14,1
2409,88,13,1
2410,86,15,1
2411,68,14,1
2412,88,13,1
2413,88,13,1
2414,88,13,1
2415,88,13,1
2416,88,13,1
2417,68,14,1
2418,88,13,1
2419,88,13,1
2420,88,13,1
2421,88,13,1
2422,68,14,1
2423,88,13,1
2424,48,15,1
2425,88,13,1
2426,88,13,1
2427,88,13,1
2428,68,14,1
2429,88,13,1
2430,88,13,1
2431,68,14,1
2432,88,13,1
2433,88,13,1
2434,88,13,1
2435,66,16,1
2436,88,13,1
2437,88,13,1
2438,88,13,1
2439,88,13,1
2440,88,13,1
2441,88,13,1
2442,68,14,1
2443,68,14,1
2444,86,15,1
2445,88,13,1
2446,88,13,1
2447,88,13,1
2448,68,14,1
2449,68,14,1
2450,68,14,1
2451,88,13,1
2452,88,13,1
2453,48,15,1
2454,68,14,1
2455,88,13,1
2456,68,14,1
2457,48,15,1
2458,86,15,1
2459,88,13,1
2460,88,13,1
2461,88,13,1
2462,88,13,1
2463,88,13,1
2464,86,15,1
2465,88,13,1
2466,88,13,1
2467,88,13,1
2468,68,14,1
2469,88,13,1
2470,88,13,1
2471,66,16,1
2472,68,14,1
2473,86,15,1
2474,88,13,1
2475,88,13,1
2476,68,14,1
2477,68,14,1
2478,68,14,1
2479,64,18,1
2480,88,13,1
2481,88,13,1
2482,88,13,1
2483,68,14,1
2484,88,13,1
2485,86,15,1
2486,88,13,1
2487,88,13,1
2488,88,13,1
2489,88,13,1
2490,80,21,1
2491,68,14,1
2492,88,13,1
2493,88,13,1
2494,86,15,1
2495,68,14,1
2496,68,14,1
2497,88,13,1
2498,88,13,1
2499,86,15,1
2500,66,16,1
2501,68,14,1
2502,88,13,1
2503,88,13,1
2504,88,13,1
2505,86,15,1
2506,88,13,1
2507,88,13,1
2508,68,14,1
2509,88,13,1
2510,68,14,1
2511,66,16,1
2512,88,13,1
2513,88,13,1
2514,88,13,1
2515,86,15,1
2516,88,13,1
2517,88,13,1
2518,88,13,1
2519,86,15,1
2520,88,13,1
2521,88,13,1
2522,68,14,1
2523,66,16,1
2524,88,13,1
2525,86,15,1
2526,88,13,1
2527,88,13,1
2528,88,13,1
2529,88,13,1
2530,88,13,1
2531,88,13,1
2532,68,14,1
2533,88,13,1
2534,86,15,1
2535,86,15,1
2536,66,16,1
2537,88,13,1
2538,86,15,1
2539,88,13,1
2540,88,13,1
2541,88,13,1
2542,88,13,1
2543,88,13,1
2544,68,14,1
2545,88,13,1
2546,88,13,1
2547,88,13,1
2548,88,13,1
2549,88,13,1
2550,88,13,1
2551,88,13,1
2552,68,14,1
2553,68,14,1
2554,68,14,1
2555,88,13,1
2556,86,15,1
2557,88,13,1
2558,68,14,1
2559,88,13,1
2560,88,13,1
2561,88,13,1
2562,68,14,1
2563,88,13,1
2564,84,17,1
2565,88,13,1
2566,88,13,1
2567,88,13,1
2568,86,15,1
2569,68,14,1
2570,88,13,1
2571,68,14,1
2572,68,14,1
2573,86,15,1
2574,86,15,1
2575,88,13,1
2576,68,14,1
2577,68,14,1
2578,68,14,1
2579,88,13,1
2580,68,14,1
2581,88,13,1
2582,88,13,1
2583,86,15,1
2584,88,13,1
2585,88,13,1
2586,88,13,1
2587,88,13,1
2588,88,13,1
2589,88,13,1
2590,88,13,1
2591,68,14,1
2592,88,13,1
2593,88,13,1
2594,84,17,1
2595,86,15,1
2596,86,15,1
2597,88,13,1
2598,88,13,1
2599,88,13,1
2600,88,13,1
2601,88,13,1
2602,68,14,1
2603,88,13,1
2604,68,14,1
2605,88,13,1
2606,88,13,1
2607,88,13,1
2608,68,14,1
2609,88,13,1
2610,88,13,1
2611,88,13,1
2612,88,13,1
2613,68,14,1
2614,88,13,1
2615,88,13,1
2616,86,15,1
2617,66,16,1
2618,86,15,1
2619,88,13,1
2620,68,14,1
2621,68,14,1
2622,88,13,1
2623,88,13,1
2624,88,13,1
2625,88,13,1
2626,68,14,1
2627,84,17,1
2628,88,13,1
2629,88,13,1
2630,88,13,1
2631,88,13,1
2632,88,13,1
2633,88,13,1
2634,88,13,1
2635,68,14,1
2636,88,13,1
2637,48,15,1
2638,88,13,1
2639,88,13,1
2640,88,13,1
2641,86,15,1
2642,88,13,1
2643,86,15,1
2644,88,13,1
2645,88,13,1
2646,88,13,1
2647,88,13,1
2648,26,18,1
2649,88,13,1
2650,88,13,1
2651,88,13,1
2652,88,13,1
2653,68,14,1
2654,88,13,1
2655,88,13,1
2656,88,13,1
2657,88,13,1
2658,68,14,1
2659,88,13,1
2660,86,15,1
2661,46,17,1
2662,88,13,1
2663,48,15,1
2664,88,13,1
2665,68,14,1
2666,86,15,1
2667,88,13,1
2668,88,13,1
2669,86,15,1
2670,86,15,1
2671,88,13,1
2672,86,15,1
2673,48,15,1
2674,88,13,1
2675,88,13,1
2676,68,14,1
2677,88,13,1
2678,88,13,1
2679,64,18,1
2680,88,13,1
2681,88,13,1
2682,68,14,1
2683,88,13,1
2684,88,13,1
2685,68,14,1
2686,68,14,1
2687,88,13,1
2688,88,13,1
2689,86,15,1
2690,88,13,1
2691,88,13,1
2692,88,13,1
2693,68,14,1
2694,88,13,1
2695,88,13,1
2696,88,13,1
2697,86,15,1
2698,66,16,1
2699,88,13,1
2700,88,13,1
2701,86,15,1
2702,88,13,1
2703,86,15,1
2704,46,17,1
2705,88,13,1
2706,88,13,1
2707,68,14,1
2708,86,15,1
2709,84,17,1
2710,88,13,1
2711,48,15,1
2712,88,13,1
2713,88,13,1
2714,88,13,1
2715,88,13,1
2716,88,13,1
2717,88,13,1
2718,88,13,1
2719,68,14,1
2720,88,13,1
2721,88,13,1
2722,88,13,1
2723,88,13,1
2724,88,13,1
2725,88,13,1
2726,88,13,1
2727,88,13,1
2728,88,13,1
2729,88,13,1
2730,88,13,1
2731,68,14,1
2732,86,15,1
2733,88,13,1
2734,68,14,1
2735,86,15,1
2736,28,16,1
2737,88,13,1
2738,88,13,1
2739,48,15,1
2740,88,13,1
2741,88,13,1
2742,68,14,1
2743,88,13,1
2744,68,14,1
2745,88,13,1
2746,88,13,1
2747,88,13,1
2748,68,14,1
2749,88,13,1
2750,88,13,1
2751,88,13,1
2752,86,15,1
2753,88,13,1
2754,46,17,1
2755,88,13,1
2756,88,13,1
2757,48,15,1
2758,68,14,1
2759,88,13,1
2760,88,13,1
2761,86,15,1
2762,88,13,1
2763,88,13,1
2764,88,13,1
2765,88,13,1
2766,68,14,1
2767,88,13,1
2768,88,13,1
2769,88,13,1
2770,88,13,1
2771,88,13,1
2772,86,15,1
2773,68,14,1
2774,88,13,1
2775,86,15,1
2776,68,14,1
2777,48,15,1
2778,88,13,1
2779,68,14,1
2780,68,14,1
2781,68,14,1
2782,84,17,1
2783,68,14,1
2784,88,13,1
2785,88,13,1
2786,88,13,1
2787,88,13,1
2788,88,13,1
2789,86,15,1
2790,88,13,1
2791,88,13,1
2792,88,13,1
2793,68,14,1
2794,68,14,1
2795,88,13,1
2796,88,13,1
2797,88,13,1
2798,88,13,1
2799,68,14,1
2800,88,13,1
2801,88,13,1
2802,86,15,1
2803,44,19,1
2804,66,16,1
2805,88,13,1
2806,88,13,1
2807,88,13,1
2808,88,13,1
2809,88,13,1
2810,88,13,1
2811,86,15,1
2812,88,13,1
2813,88,13,1
2814,88,13,1
2815,88,13,1
2816,88,13,1
2817,88,13,1
2818,88,13,1
2819,88,13,1
2820,86,15,1
2821,88,13,1
2822,88,13,1
2823,68,14,1
2824,88,13,1
2825,88,13,1
2826,86,15,1
2827,88,13,1
2828,88,13,1
2829,88,13,1
2830,88,13,1
2831,88,13,1
2832,66,16,1
2833,88,13,1
2834,86,15,1
2835,88,13,1
2836,68,14,1
2837,68,14,1
2838,88,13,1
2839,88,13,1
2840,88,13,1
2841,88,13,1
2842,88,13,1
2843,88,13,1
2844,88,13,1
2845,68,14,1
2846,88,13,1
2847,88,13,1
2848,88,13,1
2849,88,13,1
2850,88,13,1
2851,86,15,1
2852,68,14,1
2853,68,14,1
2854,88,13,1
2855,68,14,1
2856,88,13,1
2857,88,13,1
2858,88,13,1
2859,88,13,1
2860,68,14,1
2861,88,13,1
2862,68,14,1
2863,88,13,1
2864,88,13,1
2865,88,13,1
2866,68,14,1
2867,88,13,1
2868,88,13,1
2869,88,13,1
2870,86,15,1
2871,68,14,1
2872,68,14,1
2873,88,13,1
2874,88,13,1
2875,68,14,1
2876,88,13,1
2877,88,13,1
2878,68,14,1
2879,88,13,1
2880,88,13,1
2881,48,15,1
2882,88,13,1
2883,68,14,1
2884,88,13,1
2885,88,13,1
2886,86,15,1
2887,88,13,1
2888,88,13,1
2889,86,15,1
2890,88,13,1
2891,68,14,1
2892,88,13,1
2893,68,14,1
2894,88,13,1
2895,88,13,1
2896,86,15,1
2897,88,13,1
2898,86,15,1
2899,68,14,1
2900,68,14,1
2901,88,13,1
2902,68,14,1
2903,68,14,1
2904,68,14,1
2905,88,13,1
2906,86,15,1
2907,66,16,1
2908,86,15,1
2909,88,13,1
2910,88,13,1
2911,88,13,1
2912,88,13,1
2913,88,13,1
2914,88,13,1
2915,88,13,1
2916,86,15,1
2917,88,13,1
2918,68,14,1
2919,68,14,1
2920,68,14,1
2921,88,13,1
2922,68,14,1
2923,88,13,1
2924,88,13,1
2925,66,16,1
2926,88,13,1
2927,88,13,1
2928,86,15,1
2929,88,13,1
2930,88,13,1
2931,88,13,1
2932,86,15,1
2933,88,13,1
2934,48,15,1
2935,88,13,1
2936,88,13,1
2937,88,13,1
2938,68,14,1
2939,86,15,1
2940,88,13,1
2941,48,15,1
2942,86,15,1
2943,66,16,1
2944,88,13,1
2945,88,13,1
2946,88,13,1
2947,48,15,1
2948,68,14,1
2949,88,13,1
2950,48,15,1
2951,88,13,1
2952,88,13,1
2953,88,13,1
2954,88,13,1
2955,88,13,1
2956,68,14,1
2957,88,13,1
2958,66,16,1
2959,88,13,1
2960,68,14,1
2961,68,14,1
2962,88,13,1
2963,88,13,1
2964,88,13,1
2965,68,14,1
2966,88,13,1
2967,88,13,1
2968,88,13,1
2969,88,13,1
2970,88,13,1
2971,86,15,1
2972,88,13,1
2973,88,13,1
2974,86,15,1
2975,88,13,1
2976,86,15,1
2977,88,13,1
2978,68,14,1
2979,86,15,1
2980,48,15,1
2981,84,17,1
2982,88,13,1
2983,88,13,1
2984,88,13,1
2985,88,13,1
2986,88,13,1
2987,86,15,1
2988,88,13,1
2989,88,13,1
2990,88,13,1
2991,68,14,1
2992,48,15,1
2993,66,16,1
2994,68,14,1
2995,88,13,1
2996,88,13,1
2997,88,13,1
2998,68,14,1
2999,88,13,1
3000,88,13,1
