episode,reward,steps,success,reached_pickup,completed_delivery,collisions,penalty_zone_visits
509,-8433.0,340,0,0,0,81,7
510,-5646.0,340,0,0,0,53,0
511,-7532.0,340,0,0,0,72,0
512,-5393.0,340,0,0,0,50,16
513,-4467.0,340,0,0,0,41,0
514,-6738.0,340,0,0,0,64,0
515,-4760.0,340,0,0,0,44,0
516,-7134.0,340,0,0,0,68,0
517,-6042.0,340,0,0,0,57,0
518,-8493.0,340,0,0,0,81,18
519,-7326.0,340,0,0,0,70,0
520,-6504.0,340,0,0,0,61,30
521,-6043.0,340,0,0,0,57,2
522,-9357.0,340,0,0,0,90,29
523,-5552.0,340,0,0,0,52,0
524,-5160.0,340,0,0,0,48,0
525,-5108.0,340,0,0,0,47,20
526,-5456.0,340,0,0,0,51,0
527,-3879.0,340,0,0,0,35,0
528,-5851.0,340,0,0,0,55,0
529,-6493.0,340,0,0,0,61,23
530,-5857.0,340,0,0,0,55,0
531,-4961.0,340,0,0,0,46,0
532,-6626.0,340,0,0,0,63,0
533,-6033.0,340,0,0,0,57,0
534,-5943.0,340,0,0,0,56,0
535,-6165.0,340,0,0,0,58,5
536,-6642.0,340,0,0,0,63,0
537,-9033.0,340,0,0,0,87,6
538,-5465.0,340,0,0,0,51,0
539,-5662.0,340,0,0,0,53,0
540,-5460.0,340,0,0,0,51,0
541,-7855.0,340,0,0,0,75,6
542,-8025.0,340,0,0,0,77,0
543,-5540.0,340,0,0,0,52,0
544,-5458.0,340,0,0,0,51,0
545,-5949.0,340,0,0,0,56,0
546,-6965.0,340,0,0,0,66,5
547,-6345.0,340,0,0,0,60,0
548,-4767.0,340,0,0,0,44,0
549,-3580.0,340,0,0,0,32,0
550,-4350.0,340,0,0,0,40,0
551,-2987.0,340,0,0,0,26,0
552,-9914.0,340,0,0,0,95,60
553,-5258.0,340,0,0,0,49,0
554,-6352.0,340,0,0,0,60,4
555,-3785.0,340,0,0,0,34,0
556,-7322.0,340,0,0,0,70,0
557,-4959.0,340,0,0,0,46,0
558,-5959.0,340,0,0,0,56,7
559,-6149.0,340,0,0,0,58,0
560,-6062.0,340,0,0,0,57,0
561,-5263.0,340,0,0,0,49,0
562,-6304.0,340,0,0,0,59,33
563,-6451.0,340,0,0,0,61,5
564,-5367.0,340,0,0,0,50,0
565,-4168.0,340,0,0,0,38,0
566,-6457.0,340,0,0,0,61,12
567,-7314.0,340,0,0,0,69,17
568,-7716.0,340,0,0,0,74,0
569,-4165.0,340,0,0,0,38,0
570,-4859.0,340,0,0,0,45,0
571,-5860.0,340,0,0,0,55,0
572,-6546.0,340,0,0,0,62,0
573,-6847.0,340,0,0,0,65,0
574,-5253.0,340,0,0,0,49,0
575,-5452.0,340,0,0,0,51,0
576,-7133.0,340,0,0,0,68,0
577,-5064.0,340,0,0,0,47,0
578,-8179.0,340,0,0,0,78,24
579,-8119.0,340,0,0,0,78,0
580,-5838.0,340,0,0,0,55,0
581,-6732.0,340,0,0,0,64,0
582,-5551.0,340,0,0,0,52,0
583,-5847.0,340,0,0,0,55,0
584,-7051.0,340,0,0,0,67,7
585,-6955.0,340,0,0,0,66,0
586,-4764.0,340,0,0,0,44,0
587,-8057.0,340,0,0,0,77,18
588,-5646.0,340,0,0,0,53,0
589,-6845.0,340,0,0,0,65,0
590,-6601.0,340,0,1,0,62,16
591,-6086.0,340,0,0,0,57,26
592,-6363.0,340,0,0,0,60,14
593,-7544.0,340,0,0,0,72,0
594,-6140.0,340,0,0,0,58,0
595,-7261.0,340,0,0,0,69,14
596,-6355.0,340,0,0,0,60,0
597,-5091.0,340,0,0,0,47,11
598,-5557.0,340,0,0,0,52,0
599,-6139.0,340,0,0,0,58,0
600,-6238.0,340,0,0,0,59,0
601,-5164.0,340,0,0,0,48,0
602,-4462.0,340,0,0,0,41,0
603,-7135.0,340,0,0,0,67,52
604,-7453.0,340,0,0,0,71,5
605,-6965.0,340,0,0,0,66,18
606,-6047.0,340,0,0,0,57,0
607,-5557.0,340,0,1,0,52,6
608,-5651.0,340,0,0,0,53,0
609,-7565.0,340,0,0,0,72,21
610,-6285.0,340,0,0,0,59,26
611,-4565.0,340,0,0,0,42,0
612,-6152.0,340,0,0,0,58,0
613,-6349.0,340,0,0,0,60,0
614,-7053.0,340,0,0,0,67,12
615,-7430.0,340,0,0,0,71,0
616,-4673.0,340,0,0,0,43,0
617,-7305.0,340,0,0,0,69,11
618,-3776.0,340,0,0,0,34,0
619,-6929.0,300,1,1,1,67,9
620,-7140.0,340,0,0,0,68,0
621,-5451.0,340,0,0,0,51,0
622,-7825.0,340,0,0,0,75,0
623,-4573.0,340,0,0,0,42,1
624,-7543.0,340,0,0,0,72,0
625,-6945.0,340,0,0,0,66,0
626,-7231.0,340,0,0,0,69,0
627,-6831.0,340,0,0,0,65,0
628,-5061.0,340,0,0,0,47,0
629,-5463.0,340,0,0,0,51,0
630,-6435.0,340,0,0,0,61,0
631,-5054.0,340,0,0,0,47,0
632,-6061.0,340,0,0,0,57,0
633,-6586.0,340,0,0,0,62,24
634,-6738.0,340,0,0,0,64,0
635,-3570.0,340,0,0,0,32,0
636,-5148.0,340,0,0,0,48,0
637,-5181.0,340,0,0,0,48,7
638,-7228.0,340,0,0,0,69,0
639,-5953.0,340,0,0,0,56,0
640,-5466.0,340,0,0,0,51,7
641,-6170.0,340,0,0,0,58,11
642,-6960.0,340,0,0,0,66,8
643,-4843.0,340,0,0,0,45,0
644,-7245.0,340,0,0,0,69,0
645,-6045.0,340,0,0,0,57,0
646,-5080.0,340,0,0,0,47,9
647,-7085.0,340,0,0,0,67,27
648,-5658.0,340,0,0,0,53,0
649,-6442.0,340,0,0,0,61,0
650,-6070.0,340,0,0,0,57,13
651,-5062.0,340,0,0,0,47,0
652,-5860.0,340,0,0,0,55,0
653,-5745.0,340,0,0,0,54,0
654,-6435.0,340,0,0,0,61,0
655,-7919.0,340,0,0,0,76,0
656,-5853.0,340,0,0,0,55,0
657,-6834.0,340,0,0,0,65,2
658,-6272.0,340,0,0,0,59,9
659,-6048.0,340,0,1,0,56,24
660,-6250.0,340,0,0,0,59,0
661,-5600.0,340,0,0,0,52,26
662,-5197.0,340,0,0,0,48,24
663,-8424.0,340,0,0,0,81,7
664,-7445.0,340,0,0,0,71,6
665,-4453.0,340,0,0,0,41,0
666,-5948.0,340,0,0,0,56,0
667,-4759.0,340,0,0,0,44,0
668,-5066.0,340,0,0,0,47,0
669,-5955.0,340,0,0,0,56,0
670,-5858.0,340,0,0,0,55,0
671,-5452.0,340,0,0,0,51,0
672,-6846.0,340,0,0,0,65,0
673,-8329.0,340,0,0,0,80,0
674,-5263.0,340,0,0,0,49,0
675,-6705.0,340,0,0,0,63,36
676,-4658.0,340,0,0,0,43,0
677,-7837.0,340,0,0,0,75,0
678,-7431.0,340,0,0,0,71,0
679,-5857.0,340,0,0,0,55,7
680,-6769.0,340,0,0,0,64,20
681,-6542.0,340,0,0,0,62,0
682,-6985.0,340,0,0,0,66,27
683,-7462.0,340,0,0,0,71,9
684,-7491.0,340,0,0,0,71,8
685,-6346.0,340,0,0,0,60,2
686,-7438.0,340,0,0,0,71,0
687,-6537.0,340,0,0,0,62,0
688,-5153.0,340,0,0,0,48,0
689,-8576.0,340,0,0,0,82,29
690,-5742.0,340,0,0,0,54,0
