episode,reward,steps,success,reached_pickup,completed_delivery,collisions,penalty_zone_visits
533,-7200.0,320,0,0,0,69,1
534,-6150.0,320,0,0,0,58,8
535,-5728.0,320,0,0,0,54,0
536,-5560.0,320,0,0,0,52,3
537,-5864.0,320,0,0,0,55,16
538,-6332.0,320,0,0,0,60,2
539,-7611.0,320,0,0,0,73,3
540,-7306.0,320,0,0,0,70,0
541,-6516.0,320,0,0,0,62,0
542,-5833.0,320,0,0,0,55,8
543,-7911.0,320,0,0,0,76,5
544,-5628.0,320,0,0,0,53,1
545,-9257.0,320,0,0,0,89,24
546,-5030.0,320,0,0,0,47,0
547,-5425.0,320,0,0,0,51,0
548,-5434.0,320,0,0,0,51,6
549,-6324.0,320,0,0,0,60,0
550,-5831.0,320,0,0,0,55,0
551,-5049.0,320,0,0,0,47,9
552,-5933.0,320,0,0,0,56,10
553,-6226.0,320,0,0,0,59,0
554,-5034.0,320,0,0,0,47,0
555,-5048.0,320,0,0,0,47,10
556,-5146.0,320,0,0,0,48,13
557,-5928.0,320,0,0,0,56,0
558,-8721.0,320,0,0,0,84,2
559,-7511.0,320,0,0,0,72,6
560,-6947.0,320,0,0,0,66,15
561,-7304.0,320,0,0,0,70,1
562,-5114.0,307,1,1,1,49,8
563,-6326.0,320,0,0,0,60,4
564,-5185.0,320,0,0,0,48,29
565,-6220.0,320,0,0,0,59,4
566,-6529.0,320,0,0,0,62,3
567,-5735.0,320,0,0,0,54,0
568,-6925.0,320,0,0,0,66,0
569,-5822.0,320,0,0,0,55,0
570,-5937.0,320,0,0,0,56,9
571,-6227.0,320,0,0,0,59,7
572,-5406.0,320,0,1,0,51,6
573,-5043.0,320,0,0,0,47,4
574,-5455.0,320,0,0,0,51,3
575,-4547.0,320,0,0,0,42,3
576,-5952.0,320,0,0,0,56,13
577,-6011.0,320,0,1,0,57,11
578,-6620.0,320,0,0,0,63,3
579,-6441.0,320,0,0,0,61,4
580,-7308.0,320,0,0,0,70,0
581,-5828.0,320,0,0,0,55,0
582,-6520.0,320,0,0,0,62,1
583,-5640.0,320,0,0,0,53,9
584,-7320.0,320,0,0,0,70,7
585,-6629.0,320,0,0,0,63,3
586,-5838.0,320,0,0,0,55,11
587,-6134.0,320,0,0,0,58,7
588,-7208.0,320,0,0,0,69,0
589,-7111.0,320,0,0,0,68,1
590,-6055.0,320,0,0,0,57,0
591,-6821.0,320,0,0,0,65,0
592,-5331.0,320,0,0,0,50,0
593,-5456.0,320,0,0,0,51,0
594,-5933.0,320,0,0,0,56,18
595,-6341.0,320,0,0,0,60,4
596,-8018.0,320,0,0,0,77,15
597,-6115.0,320,0,0,0,58,0
598,-7303.0,320,0,0,0,70,0
599,-5929.0,320,0,0,0,56,0
600,-5753.0,320,0,0,0,54,15
601,-6029.0,320,0,0,0,57,0
602,-5987.0,320,0,0,0,56,16
603,-5429.0,320,0,0,0,51,0
604,-5844.0,320,0,0,0,55,10
605,-5544.0,320,0,0,0,52,5
606,-7610.0,320,0,0,0,73,8
607,-6421.0,320,0,0,0,61,0
608,-5624.0,320,0,1,0,53,2
609,-6230.0,320,0,0,0,59,5
610,-6807.0,320,0,1,0,65,13
611,-7223.0,320,0,0,0,69,7
